model,machine,time,operation,avg
FreshPRINCE,1.0,1.0,1.0,1.0
DrCIF,1.0,1.0,1.0,1.0
STC,0.9183673469387755,0.9285714285714286,0.7678571428571429,0.8715986394557823
TDE,0.9615384615384616,0.9811320754716981,1.0,0.9808901790033865
MR,1.0,0.0,0.0,0.3333333333333333
MR-B,0.9803921568627451,1.0,1.0,0.9934640522875817
ITC,0.9803921568627451,1.0,0.9807692307692307,0.9870537958773253
